sentence	label
"Dubbed BendGate, iPhone 6 Plus users report the aluminium body is bending in pants pockets   who cares? auspol boycott MSMWhoops! “:BendGate, iPhone 6 Plus: reports aluminium body is bending in pants pockets   by you, smh? genuine apple quality!! when will the gullible fools understand? iPhone6 oops. same thing happened to my iPhone 5 after Farren Ray missed that late goal against Brisbane on Anzac Day ""Bendgate?"" What ten year old journo came up with that gem? Need to add a bit of titanium to mix!  just ordered an iPhone 6, didn't you? I love my Samsung Just like wondering why your glasses broke cos they were in your hip pocket when you sat down??? Logical! bendgate ""iPhone vs Skinny Jeans""  That's what happens when you put a telly in your pocket.RT : Dubbed BendGate iPhone 6 Plus users report the aluminium body is bending in pants pocket “: Dubbed BendGate, iPhone 6 Plus users report the aluminium body is bending in pants pockets  little known ergonomic feature of iP6! Jonny Ive has to much say, with no one there to say no to him. Form over function &amp; I'm having 2nd thoughts about upgrading BendGate“: Dubbed BendGate, iPhone 6 Plus users report the body is bending  .  it's only the form fit version that bends to your contours bendgate Your form-fitting stick-leg jeans are a mite too tight, ok? &lt;as SJ would say… so don't do that.&gt;. Seems like buying an Apple 6+ is like voting for  &amp; Co; all show but no substance. auspol wow, that's interesting. Wonder if its a common issue amongst the new apple phones?"	1
"This is a new low. Obama SPENT money to close natl parks but shut down the Amber Alert website. Look for yourself:   what do you propose doing about it? Patriots are tired of this._H20    No, he's a sociopathic Marxist/Communist w/an agenda. Playing this for all it's worth! Due to the lapse in funding, the website has been shut down. Can't even see it.  Surely there is something that Congress can do about it! At least try! Spread the word loud and often!! Because saving ""just one child"" is nothing compared to inflicting pain on the populace for political advantage. what do call people who terrorize USA? Does the shutdown do this to Americans? If you agree, you are a domestic terrorist.Better Dead than Red! RT :   Obama now holds children hostage....communist tactic !  Republicans ill loose Next Elections.RepublicansShowdown  privatize the alert system. NOW! tcot  Everything he does it at the expense of the citizens. Amber Alert site down, Michelle Obama site working. I guess an egotistical black woman is more important than missing children PLEASE DO SOMETHING! This Country has gone batshit crazy!  Well, Congressman, when it involves democrats and their gofer Obama, it's'Sleazy is as Sleazy Does'!  Cheers!DOJ closing  violates their OWN procedures for what will be funded and what won't   So DO something about it! This is blatant and damaging misinformation. Stop pointing fingers, pick up your pen, and draft a reasonable solution.  Not passing a budget is the real low. No Budget No $ for All our Obligations. Every single one is important passthebudget Go to website. Delete word ""unavailable"" in URL hit enter.....site is fully functioning just not amber alerts!!!! Anti-American House GOP conspired with Kochs to shut down government. Surrender!   p2 tcot 4jobs  Obama now holds children hostage....communist tactic !   You guys need 2 do something bout him.Hes committing untold crimes on ALL Americans.Impeachments the only answ. That's why obstructionists like you should get out of the way and allow a vote to keep the government running.   get a Sprcial Prosecutor onboard on Monday, start prosecuting the criminals in our gov., IRS, Benghazi, AP...  may all take notice of this: victims of governmentshutdown are decided by executive power! liberty his wifes website is still up and running. Guess the kids aren't as important as he would like us to think. Hey jackass, YOU and your idiots on your side of the isle shut down government.  guess they don't consider justice service ""essential""."	1
iPhone 6 Plus users are sitting on and bending their enormous new phones Bwahahahaha .... “: iPhone 6 Plus users are sitting on and bending their enormous new phones“: iPhone 6 Plus users are sitting on and bending their enormous new phones lmaooo this just sound funny 😂😂“: iPhone 6 Plus users are sitting on and bending their enormous new phones“: iPhone 6 Plus users are sitting on and bending their enormous new phones “: iPhone 6 Plus users are sitting on and bending their enormous new phones “: iPhone 6 Plus users are sitting on and bending their enormous new phones oh gosh...Lol at 'phablets' RT “: iPhone 6 Plus users are sitting on and bending their enormous new phones“: iPhone 6 Plus users are sitting on and bending their enormous new phones  why would t the 6 also do this since it's also the same thickness? This is exactly why I'm waiting to decide what I get! 😮 “: iPhone 6 Plus users are sitting on and bending their enormous new phones“: iPhone 6 Plus users are sitting on and bending their enormous new phones   Regardless of the size, people shouldn't be sitting on their phones! People are stupid.“: iPhone 6 Plus users are sitting on and bending their enormous new phones  ??“: iPhone 6 Plus users are sitting on and bending their enormous new phones “: iPhone 6 Plus users are sitting on and bending their enormous new phones Why? Why would you sit on it?“: iPhone 6 Plus users are sitting on and bending their enormous new phones“: iPhone 6 Plus users are sitting on and bending their enormous new phones BAHAHAHA😂😂_rogan  i can't handle this. i'm still laughing about it.“: iPhone 6 Plus users are sitting on and bending their enormous new phones“:iPhone 6 + users are sitting on and bending their enormous new phones _Mards _mards“: iPhone 6 Plus users are sitting on and bending their enormous new phones 	1
, Can humans become infected with the COVID-19 from an animal source? _sabo12   _ado _Ado    _sabo12   _ado _Ado    Yes, it is possible. Infact some research papers have it that Covid19 originated from animal source. However the identity of such animal has not been determined.	0
__Pepe__  I agree !Let´s protect the most vulnerable, keeping them at home just like the workers that are vulnerable too__Pepe__  Workers are vulnerable. That´s the major way to get the disease: thru social interaction going to, being in, getting out of the workplace and heading home.How do you suppose people get infected ? We must stay at home a little longerWe can afford that__Pepe__  The point is staying home is staying alive.Wouldn´t it be enough ? Or one should risk heis/her life and the loved ones all because of a salary,  the economy ?	0
        _Avatar_ _ohh @___Infidel_ O it’s not I believe you a friends mum had it and was in hospital on a ventilator, she comes out today I think still not fully better but good        _Avatar_ _ohh @___Infidel_ Sorry to hear you have had Covid19. Hope your recovery goes from strength to strength 🙏💙🇬🇧	1
"    The WHO, in its Myth busters FAQs, addresses the question: ""Does the new coronavirus affect older people, or are younger people also susceptible?"" by answering that:People of all ages can be infected by the new coronavirus (2019-nCoV).A 68 second snapshot of how the Trump presidency will be remembered.  Richest man in china just donated 500,000 test kits to the US. Trump looks so bad at this point. His incompetence is unreal.   Laughable. The only people who need to get tested are those at risk for respiratory problems. Your panic and fear are dragging mankind into the gutter.   Actually there have been numerous cases of healthy young individuals with no comorbidities contracting the virus and dying. It is a misconception that only the old and sick are affected. Also: Italy didn’t take it very seriously in the beginning and look where they are now   Citation needed   Yes I agree that those who are elderly and are immunocompromised are definitely at greater risk, but it is inaccurate to say that only those who have respiratory illnesses need to get tested."	0
So is covid-19 airborne??_CJ It can stay in the air but not for long. I think I saw that for a cough it can travel 6 ft before falling to the ground, 12 ft if they sneeze but that was a week or so ago I just read a study that has me nervous  but I’m not sure if I’m interpreting it right_ofHeARTS Yeah that’s what I thought but somebody just showed me a study that said that there’s evidence that it can be airborne but Idk 😕_CJ I doubt that if it is then we're all fucked. We've got patients that resulted positive and are not in negative pressure rooms_mansamusa Hold on im tryna link you to this study I just saw_CJ Droplet	0
"Well, this is one way to quit your job. Watch Alaskan reporter Charlo Green quit live on air.   praise for , KTVA director: Great poise given cursing coworker's Live ambush. With news platform comes responsibility. like a bawse!! she'll never work in showbiz again but what balls.... Go sista what a way to say good by... Yawnnnn... not an advocate just a famewhore could have been done with class.... Alaska lol the poor woman felt inadequate, due to her limited vocabulary All she did by her choice of words and actions is prove to the government their right as far as potheads go.lol.  👆“: …Watch Alaskan reporter Charlo Green quit live on air.   Hire her!!! Incredibly unprofessional both as a news reporter and political advocate. well she will probably never work again. Employers are well connected to the media platform  I am on want a Alaskan Feminine? But what was i thinking later daddy oh guess I am wondering about later take care.“: Watch Alaskan reporter Charlo Green quit live on air.   what a badassInteresting way to quit your job. Alaskan reporter quit live on air.   via   I understand that immediately after she quit she ate a whole bag of Doritos and half a dozen donuts. Cool! no employable in the future, it's so silly. lack of professionalism. Kids watch the news, and where was the broadcast tech on that one? Seven-second delay? don't need job, just potÍdolo. RT : Watch Alaskan reporter Charlo Green quit live on air.   and I bet you wouldn't hire her now. cool I saw that. Like wow.“: Well, this is one way to quit your job. Watch Alaskan reporter Charlo Green quit live on air."" What a way to quit a job... The anchors reaction is the best part. she had enough lol!!. Her last name HAD to be Green, didn't it? Now it's going to be hard for black people to get reporting jobs in Alaska. Disgrace! Could have done it in a better way. ho-hum. Sounds like she's had a little too much of her stash, and her brains have turned to mush...theresyoursign  She explains her actions here.    ata I see this all the time on prime TV or ch 4 at 7pm Monday to Friday she's a living legend why this attitude on air“: Well, this is one way to quit your job.   *Slow Clap* Must 've inherited $$ from her dead aunt or about 2 open her OWN network like OPRAH b'cos she just kissed the media goodbye for LIFE!!  lafffffffff   you must watch this!!! Lol she is my hero! she had to have won the lottery. That's the only way you can quit like that...lol She'll never get another on air job again!  is this how you'll quit from McDonalds? Televsion news is a joke anyhow. What kind of person actually watches that crap? clown looking for 15 minutes... f*+k it....lol...clown cnn lol it made her look unprofessional ,erratic  and kind of crazy. not good all around Do you think money can buy pleasure of sex? What happened ""When i met a prostitute?"" Read here  oh just shut the Fuck up, aborted que ball! She had balls to full off such an stunt on live TV! Not that I support her cause! Still!  And fined by the FCC maybe $10-30,000... that was awesome!! are we stupid or what??  LOL Two days late and a few dollars short...has CNN been smoking what she is selling and forgot to report it yesterday? LOL  USA  killed Millions in Iraq ,Palestine,Vietnam,...and supports Dictators governments Icc4USA   The delivery was arguably inappropriate, but I admire her zeal. The response of the Anchorwoman was absolutely  Priceless.“: Well, this is one way to quit your job...  LOL 😂 if Palin could quite mid term then why not? She's now lecturing on Broadcast Etiquette with Sarah Palin."	0
America's first Muslim Female Judge; Carolyn Walker-Diallo.  _Gaza But leopard print? Come on lol  thank you mr trump for make dis happen... this is good. May she be guided to excel and prove all the doubting Thomases wrong. Go ahead &amp; stand protected_alawwa   Interesting. Could you give a couple of examples?   Bro, do you even English? Ma sha Allah congrats 😤  this is what makes America is great nation   Alhamdulilah  Sharia law will cause death. Then I will._alawwa  Actually, no Muslim country is practicing Shariah.  I was thinking the same thing.  Too many idiots in this world. this is very good news But I bet Trump and Fox News will start saying she is going to use Sharia law as her rulings  mom	0
The most recently discovered coronavirus causes coronavirus disease COVID-19.What is COVID-19?COVID-19 is the infectious disease caused by the most recently discovered coronavirus. This new virus and disease were unknown before the outbreak began in Wuhan, China, in Dec 2019.WHAT ARE CORONAVIRUSES, COVID-19 AND HOW ARE THEY RELATED TO SARS?What is a coronavirus?Coronaviruses are a large family of viruses which may cause illness in animals or humans.In humans, several coronaviruses are known to cause respiratory infections ranging from the common cold to more severe diseases such as Middle East Respiratory Syndrome (MERS) and Severe Acute Respiratory Syndrome (SARS).Is COVID-19 the same as SARS?No. The virus that causes COVID-19 and the one that caused the outbreak of Severe Acute Respiratory Syndrome (SARS) in 2003 are related to each other genetically, but the diseases they cause are quite different.SARS was more deadly but much less infectious than COVID-19. There have been no outbreaks of SARS anywhere in the world since 2003.	0
12. Does the new coronavirus affect older people, or are younger people also susceptible? 9. Do vaccines against pneumonia protect you against the new coronavirus? 10. Can regularly rinsing your nose with saline help prevent infection with the new coronavirus? 11. Can eating garlic help prevent infection with the new coronavirus? 13. Are antibiotics effective in preventing and treating the new coronavirus? 14. Are there any specific medicines to prevent or treat the new coronavirus? 	0
_  Why do we need it to be fluffy?Quick question, guys. This woman is asking me to add milk to my egg before making omelette. Am I being pranked here? Because I’m too hungry to find it funny. ☹️ No, you're not being pranked Gimba. Adding milk to the egg before frying makes it fluffy.  It's just to give the egg extra bitty texture_  I tried eggs today, normal. Guess I'll have to add milk next time.But no vex o. Is it powdered, condensed or evaporated milk?	0
Can I get some reliable sources please, is COVID-19 airborne? There has been alot of talk abt not even going in our own backyards. Surely THAT should be ok?!   _shiva   _shiva I can't find any reliable sources that state it is airborne. I know it remains on surfaces for hours depending on the material but that's all I can find.   _shiva Thanks so much appreciate it, apparently it isnt airborne. Reason I asked was cus my cusin her hubby and their 12 yo jus recovered from it. The ONLY time they went out was in their garden to play basketball 🤔	0
"Alaskan reporter says ""f*ck this,"" quits on live TV — her coworker's reaction is PRICELESS:   the reaction of the people filming this got us the most! That feeling of trying to hold in laughter 😫😭ROFLMAO “: Alaskan reporter says ""f*ck this,"" quits on live TV   CRYING that poor girl they cut to looked like a deer in the headlights lmao!_aumiller 😂😂😂😂😂😂✊✊✊✊ 😂😩  ~ that's my plan for thee last day. MAARRRRYYY MEEEEEEEHAHAHAHAHAHAHAHAAAAAAGAAANGSTERRRRR!!!"	0
 these are the people I was talking about  _brown98  __rice  RelationshipGoals omg  Looks a little familiar haha!!! _Funn 	1
" Fucking ridiculous !!! Donate all that money to people in needs . Sad world we live in . this is what's wrong with America  Sick !People,  is a shitty imitation of the also shitty Daily Currant, it's all fake stuff. Thank you! Good to know.  I undid that RT"": Charleston Church Shooter Dylann Roof Receives $4 Million in Donations From Supporters - "" just proves that this is a white 🌏 seriously they should make him eat every penny of it.  Absolutely disgusting and enraging ""supporters""  wtf   It is.  The root of America's dysfunction: money.   Working to preserve human ownership/domination as a right."": Charleston Church Shooter Dylann Roof Receives $4 Million in Donations From Supporters -  … "" fr sick  u must be kidding me  no way is that true!  you're ignorant. I heard Fox News raised $10 million and gave it to the KKK to help him break out of jail.   you should know how to Google by now,  33. It's FREE.  what the actual fuck exactly !  Makes me sick sick sick.. GIANT HOAX...what you're doing is despicable.  Ppl are in pain enough. STOP    link works for me, must have been too much traffic earlierWTF AMERICA “: Charleston Church Shooter Dylann Roof Receives $4 Million in Donations From Supporters -   is there an actual source for this terrible 👿  This story is fake, thank heaven.  4 Million dollars to a murderer!!!!!!!?????   expensive electric chair. _georgia WTF 😢😬😠😡  Fake story  I CANT BELIEVE THIS ISN'T A JOKE What the fuck? These Americans are evil people... smh if this is true than the world is even more fucked up than I thought it was what the hell?  hoax  that time I wished I could believe in the death penalty..... Its a fake site. They got articles like this  and this   no unfortunately not. I'm so disgusted and sick  those funds are proceeds of crime. Attach the money and donate it to the community or victim's families_Reed  that how much they hate blacks talk about fake  they post fake shit &gt;  well now we know how fucked up the system is IS THAT A FUCKING JOKEObviously we are talkin a dime from 40 million nutjobs    Houston? We have a problem!  No way that's right! Better triple check that! Put him &amp; his 4 Million in the gas chamber  yuuppp, hoodwinked wtf.....  WOW! And racism is over??? I've got a bridge to sell you. Shameful!! if only black people could support each other like this. White folks are out of their mind, but they know how to unite smh PAHDIN WHAT ABOUT THE VICTIMS FAMILIES folks, that's a good thing. He's never getting out, and the families can sue  for the monies. _author_ is this true Could people send money to me through paypal at chromesthesia.net? i am not a murderer?   ppl wont donate to impoverished people but theyll donate to a man who kills 9 innocent people in a fucking church?! what?! Can't be realPure Scum RT : Charleston Church Shooter Dylann Roof Receives $4 Million in Donations From Supporters  it's a satire site _kmaldonado4  _Be_It   Have a great trip!  are you kidding me So when can we expect them to be arrested for funding terrorism? wtf why you tweeting this bullshit WTF is wrong with people? These are the type of people the NSA, CIA, FBI needs to be looking into!  Showing he wasn't a lone wolf as white supremacist media would like to purport. He was an executor of a vision many harbour.RT  Charleston Church Shooter Dylann Roof Receives $4 Million in Donations From Supporters - (cont)  Beyond sick. A lot of Americans condone executing people due to their race. Sad world. 😔 you cant be serious    what does 'truthful with a shock factor' mean? They're either truthful or not.   _Be_It   She's coming to visit me! We're going to have a blast🌸   some sick shit!AmeriKKKa RT : Dylann Roof Receives $4 Million in Donations From Supporters -    seriously  that is sickening  so now he's rich AND famous? well done  WTF Sad thing is most of those donating are probably poor...  yeah it's all satire news  this is completely disgusting.""   isnt real conspiracy alert? I am disgusted _author_ This is a ""satirical"" website  disgusting_Reed  I am so sick of White America making this alright. I guess he did wat they all were scared to do, so its all praise _carter _Mill_L  fr?? 😐😐😕😷😷  is this real???   we called it 👆🏻👆🏻 wtf...   it is NewsWatch33 is a fake station and always write hoax articles  &gt;   &lt;   _lynne88 Somebody from Anonymous must stop this! This is honestly disgusting!!!racists are amazing. RT : Charleston Church Shooter Receives $4 Mil in Donations    Sick waste of $. Lots of racists around with lots of cash. .  there's no racism or racial divide in America? what the actual fuck  this is sick IS THIS A JOKE  This is exactly what is wrong with some ppl in this country. Someone please sue, prevent him from getting one penny.This Page Not Even Verified RT : Shooter Dylann Roof Receives $4 Million in Donations From Supporters   _hardy  is this a jokeThis ---&gt; is a fake site. Please advise others accordingly before retweeting. Thanks.😡  this can't be real.Wow RT : Charleston Church Shooter Dylann Roof Receives $4 Million in Donations  _lou7  tchuips. Yes we did smh really the man killed 9 people.  And therein lies the problem.  nastiest person alive. How disgusting_kmaldonado4    _Be_It   Please take pictures😀 that first reply is right on point.   this can't be true!! I really hope it isn't.😑😑😑😐😐😐😩😩😩  ""Black organisations looking to make our client guilty"". Wow. disgusting some shitwow RT : Shooter Dylann Roof Receives $4 Million in Donations From Supporters -     _Be_It  I have 4 Twitter accounts because I am such a research geek.... is it? Haven't read the article yet, admittedlyAccording to a white supremacist group, $4M has been raised. Draw your own conclusions.  _georgia  so disheartening that such a despicable person has supporters _Be_It omg  Please tell me this is some kind of joke! Disagree. Judge prolly had little to nothing to do w it. Citizens for White Rights - tax exempt? I YIYI"	1
Eleven dead in shooting at Paris offices of satirical magazine Charlie Hebdo – live updates “: Eleven dead in shooting at Paris offices of satirical magazine Charlie Hebdo – live updates  🙏 Prayers“: Eleven dead in shooting at Paris offices of satirical magazine Charlie Hebdo – live updates  This is their true colour :-(“: Eleven dead in shooting at Paris offices of satirical magazine Charlie Hebdo live updates  how horrific!Appalling and so tragic. “: 11 dead in shooting at Paris offices of satirical magazine Charlie Hebdo  disgustingHorrific:“: Eleven dead in shooting at Paris offices of satirical magazine Charlie Hebdo – live updates   muslims,,this is the magazine that published the Mohamed cartoon a few years ago it's painful and inhuman to kill innocent people, No religion permits it.Shit ...“: Eleven dead in shooting at Paris offices of satirical magazine Charlie Hebdo – live updates  Shocking news.	0
Authorities collecting passports at MH17 crash site. Australian coat of arms clearly visible.   collecting... They were taking them and showing the cameras the faces of passengers and then throwing them back down. :( Strange that passports look in very good condition when rest of plane demolished. why are they in such good condition reminiscent of the ones found on 9/11 Is it just mean who finds these images disturbing. To what length would you have to go to have these passports in your hands? _Bur it's not authorities...	1
Awful MT :UK aid worker David Haines beheaded by ISIS Remember this great man this way not as ISIS wants  Sad!    Kate, es terrible, querida. Nuestro colega Peter está condenado en Egipto. El mundo está en guerra...   Thank you for this. It is a great way to remember this kind and compassionateman. dm	0
HP confirmed that it's splitting into two companies. And cutting 5,000 jobs.  $HP : HP confirmed that it's cutting 5,000 jobs.  $HP  just like ebay OK now they are doing this just to give Carly Fiorina the finger: Remember Compaq, anyone? hpsplitWill HP split do any good? MRT : HP confirmed it's splitting, cutting 5k jobs.  $HP  Maybe they can learn to innovate again instead of eating other companies  style! Hewlett-------Packard	0
Dramatic photos from  on the scene in Ottawa   “: Dramatic photos from  on the scene in Ottawa    Sending all my good vibes to this solider and to those who stepped up and helped.  please delete this photo. For the safety of all Canadian armed forces. Thanks  A little disrespectful to the soldier's family to be tweeting photos of him almost dying isn't it? ottnews   fusillade au parlement encore un soldat tué. Triste journée...c'est arrivé par manque de sécurité   pray for him ParliamentHill cdnpoli   I hope he pulls through   please out of respect remove fallen officer pictureWow “: Dramatic photos from  on the scene in Ottawa  RT “: Dramatic photos from  on the scene in Ottawa    lets put hands together ...RT “: Dramatic photos from  on the scene in Ottawa    ottnews“: Dramatic photos from  on the scene in Ottawa   _bbj641  omg :(  Muslims attacking the Western World!!!“:  scene in Ottawa  Prayers for soldier shot &amp; all Canadians ~ PrayingForYou“: Dramatic photos from  on the scene in Ottawa      Please respect the families. your dont need to show all the photos that show specific people.	0
How does COVID-19 Spread? Here are the answers. Follow  guidelines and StaySafeUg. FightCoronaTogether    am losing patience wtf is wrong with your network, it’s not like the MTN I know_zawa  Our apologies for the delayed response. Please DM us the affected number and we shall follow up. Thanks. mtnugcare,Steve  MTN thank you so much, you have put effort in sensitizing the community. Kudos 👏👏👏👏	0
 Sir.. 3000 tests lo 800 positives. Ante 1/3rd.What is ur plan for COVID? Herd immunity ki aim chesthunnara? Ante half population ki vasthe migtha half population safe anta.. Adhe na sir plan?ఆకుపచ్చని తెలంగాణే లక్ష్యంగా టీఆర్ఎస్ ప్రభుత్వం మొదలుపెట్టిన 'తెలంగాణకు హరితహారం' కార్యక్రమానికి ఆరేళ్ళు. గౌరవ ముఖ్యమంత్రి శ్రీ కేసీఆర్ ప్రత్యేక శ్రద్ధతో అమలు చేస్తున్న ఈ కార్యక్రమాన్ని రాష్ట్రమంతటా పండుగ వాతావరణంలో జరుపుకుంటున్నాంEachOnePlantOne HaritaHaaram Telangana 	0
COVID-19 FACTS:✅ Taking a hot bath does not prevent the new coronavirus disease✅ The new coronavirus CANNOT be transmitted through mosquito bites✅ Hand dryers are not effective in killing the virus✅ UV lamps should not be used to sterilize hands or other areas of skinCOVID-19 FACTS:✅ Thermal scanners are effective in detecting those who have fever; cannot detect those who are infected✅ Spraying alcohol or chlorine all over your body will not kill viruses that have already entered your bodyCOVID-19 FACTS✅ Vaccines against pneumonia do not provide protection against the new coronavirus✅ There is no evidence that regularly rinsing the nose with saline has protected people from infection with the new coronavirusCOVID-19 FACTS✅ Garlic is a healthy food that may have some antimicrobial properties. However, there is no evidence from the current outbreak that eating garlic has protected people from the new coronavirus.COVID-19 FACTS✅ People of all ages can be infected by the new coronavirus. Older people, and people with pre-existing medical conditions (such as asthma, diabetes, heart disease) appear to be more vulnerable to becoming severely ill with the virusCOVID-19 FACTS✅ The new coronavirus is a virus and, therefore, antibiotics should not be used as a means of prevention or treatment✅ To date, there is no specific medicine recommended to prevent or treat the new coronavirusReference📔	0
WIN: Macy's stops stocking SodaStream  BDS Palestine     has nothing to do with BDS,  lies,  lies and more lies.   That's great to hear. Good for Macy's!   “: WIN: Macy's stops stocking SodaStream  BDS Palestine    Run a TRAIN on that ZIONIST_BITCH   you would like to see Jewish people behind those bars! antisemitic BDS neveragain“: WIN: Macy's stops stocking SodaStream  BDS Palestine   lei lei lei	1
  The worst of what?  What is covid-19?   There isnt dispute that 90% of healthy people recover so what are we talking about? Hospitals arent overrun.  We arent over the worst of What?One thing I think we've learned about the COVID-19 data is that we should not declare that we've passed the peak based on 2-3 days of data. And yet, every week, Sat-Mon, I watch people declare that the worst is over.    I guess 45,000 people dead in 7 weeks in the US and it’s not stopping any time soon- it’s getting ramped up here in KY....   45,000 people died last year in the US in 7 weeks and that hasn't stopped.  And its not gotten worse. So what is covid-19?One thing I think we've learned about the COVID-19 data is that we should not declare that we've passed the peak based on 2-3 days of data. And yet, every week, Sat-Mon, I watch people declare that the worst is over.    I guess 45,000 people dead in 7 weeks in the US and it’s not stopping any time soon- it’s getting ramped up here in KY....    Overall deaths are up troll, by 2x to 4x, in affected areas.    Thank you for the facts	0
❌5G mobile networks DO NOT spread COVID-19 ❌Viruses can't travel on radio waves/mobile networks. COVID-19 is spread through respiratory droplets from an infected person. People can also be infected by touching a contaminated surface and then their eyes, mouth or nose. 	0
COVID-19 IS NOT transmitted through houseflies!According to  there is no evidence or information to suggest that the COVID-19 virus transmitted through houseflies. The virus that cause COVID-19 spreads primarily through droplets generated when an infected person coughs, sneezes or speaks. You can also become infected by touching a contaminated surface and then touching your eyes, nose or mouth before washing your hands.To protect yourself, keep at least 1-metre distance from others and disinfect frequently-touched surfaces. Clean your hands thoroughly and often and avoid touching your eyes, mouth and nose. 	0
"Uber intros surge pricing in downtown Sydney during hostage siege  Uber sux&gt;&gt; “: Uber intros surge pricing in downtown Sydney during hostage siege    I love the service but this is classless_Murton They just don't care. I hope you &amp; yours are all safe.“: Uber intros surge pricing in downtown Sydney during hostage siege   Just not rightHorrible. "": Uber intros surge pricing in downtown Sydney during hostage siege   keeping it classy!Even vultures have to eat. RT : Uber intros surge pricing in Sydney during hostage siege Way uncool, _Sydney. RT: Uber intros surge pricing in downtown Sydney during hostage siege 4x at $100 min RT : Uber intros surge pricing in downtown Sydney during hostage siege  Oh man. RT  Uber intros surge pricing in downtown Sydney during hostage siege  I hope this is untrue RT  Uber intros surge pricing in downtown Sydney during hostage siege "	0
No, Banksy hasn’t actually been arrested   Don't spoil it!That happened in Mexico in the report of the president. Lamentable  RT : No, Banksy hasn’t actually been arrested  	1
Paramedics are currently carrying out a number of hostages in MartinPl. SydneySiege 9NewsRT : Paramedics are currently carrying out a number of hostages in MartinPl. SydneySiege 9News oh no!RT : Paramedics are currently carrying out a number of hostages in MartinPl. SydneySiege 9News”  Police stormed cafe.	0
"Be aware of CoronaVirusFacts Q: Can regularly rinsing your nose with saline solution help prevent infection with 2019nCoV?A: No. There is no evidence that regularly rinsing the nose with saline solution has protected people from infection with the new coronavirus.      _healthinfo      🔴""New coronavirus can spread before symptoms start,German case suggests""WHO EHO Eu OSCE healthcare HealthForAllcronovirus VirusCoronavirus "	0
What are the symptoms of COVID-19? Symptoms can include fever, cough and shortness of breath. In more severe cases, infection can cause pneumonia or breathing difficulties. More rarely, the disease can be fatal. These symptoms are similar to the flu (influenza) or common cold. What is COVID-19? COVID-19 is a disease caused by a new strain of coronavirus. ‘CO’ stands for corona, ‘VI’ for virus, and ‘D’ for disease. Formerly, this disease was referred to as ‘2019 novel coronavirus’ or ‘2019-nCoV.’ Call the Yobe state NCDC hotline on 08131834764 or 07041116027. You can also call the NCDC Toll-free line immediately on 08097000010. Please follow this advise whether you have symptoms or not. 	0
"Reagan (11 mass shootings)Bush Sr (12 mass shootings)Clinton (23 mass shootings)Bush Jr (16 mass shootings)Obama (162 mass shootings)  Gotta remind him what it was like in Chicago when he was organizing.   You know it is racist to mention the homicide rate in  town!  WTF!  Whatever happened to all that ""Hope and Change"" healing the planets &amp; stoping the rising oceans stuff?  It's all Global warming's fault!  powerful! Thx 😊 This is not an Anti-Obama post this is an Anti-gun post. Ridiculous how people blame guns for terrorism...  And?  Maybe we need to eliminate Democratic presidents instead of guns.  Interesting stats. What conclusions do you draw? This is a completely misleading statement and a blatant disregard for the difference between causation and correlation.   I also think the stats are fake. I did follow the news, and I haven't got impression so much change. The New World Order.  Inciting hatred and dividing us.  them why a Nobel peace ?"	1
Are hand dryers effective in killing the new coronavirus?No. Hand dryers are not effective in killing the 2019-nCoV. To protect yourself against the new coronavirus, you should frequently clean your hands with an alcohol-based hand rub or wash them with soap and water. OnceYour hands are cleaned, you should dry them thoroughly by using paper towels or a warm air dryer.	0
We have touched half a million. And we are doing nearly 20K new cases per day.And the government has been really quiet for sometime. What is our plan? Herd immunity?  Country. Chanting coro-nil, coro-nil repeatedly should reduce the cases to nil, right?😷 Luckily we have a cure, unlike other countries :) The initial lockdown was used to build up hospital capacity and resources-ppes, medicines, beds, ventilators. I think, now the plan is to open it all and see what happens. Our country can't afford many lockdowns. Atma nirbhar bharat. DIY. With respect sir, can herd immunity be called a plan for a population of 1.3 billion? Sweden also seems to failing spectacularly in terms of deaths but sticking to its guns wrt herd immunity! For herd immunity in India, at least 750M people would have to get infected. We are not even close to it. Only way out. India should be fine! The Babas have discovered the cure... &gt; planViraat immunity, hence .... Coronil But does anything like ‘Herd Immunity’ even exist for COVID 19? The reason may be the fact that the death rate is low in our country. “Our plan”?	0
Exposing yourself to the sun or to temperatures higher than 25C degrees DOES NOT prevent the coronavirus disease COVID-19.brightwhiteae Covid_19 كورونا  Based on what? Enough levels of Vit D is essential to a strong immune system. Maybe just stick to dentistry and let people do their own research on what is good for them. I guess you believe fluoride in drinking water prevents tooth decay BWAHAHAHAHAHA🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂	0
"        What is a coronavirus stimulus check?The payment which the IRS is calling an ""economic impact payment,"" the government has named a ""recovery rebate,"" &amp; many people are calling a ""stimulus check"" is technically an advance tax credit meant to offset your 2020 federal income taxes.Important.President Trump when asked whether he would like to see more direct cash payments to Americans in the next coronavirus bill: ""I like concept of it...I like money going directly to people."" my husband and i are seriously thinking about sending the money back.  i read in 2 places it’s a LOAN against nexts years tax return.  what can i do to ensure that i don’t have to repay it?             I would look into that to make sure it's true before making any decision. I don't think that's true.        Thank you"	0
Latest so far on shot down Malaysia Airlines plane MH17   er... Not def shot down was it? Don't add to the agony of the passengers families with speculation dressed as fact	1
